Agency,Agency_Name,Borough,Location_Type,Street_Name,Complaint_Type,Descriptor,Incident_Zip
DSNY,Manhattan 07,MANHATTAN,Sidewalk,WEST   79 STREET,Litter Basket / Request,10 Litter Basket / Request,10024
DEP,Department of Environmental Protection,MANHATTAN,,PINEHURST AVENUE,Water System,Fire Hydrant Emergency (FHE),10033
DEP,Department of Environmental Protection,QUEENS,,FARRINGTON STREET,Water System,Fire Hydrant Emergency (FHE),11354
DEP,Department of Environmental Protection,BROOKLYN,,,Water System,Fire Hydrant Emergency (FHE),11213
DEP,Department of Environmental Protection,BROOKLYN,,FARRAGUT ROAD,Water System,Fire Hydrant Emergency (FHE),11234
DEP,Department of Environmental Protection,QUEENS,,60 LANE,Water System,Fire Hydrant Emergency (FHE),11378
DEP,Department of Environmental Protection,BROOKLYN,,14 STREET,Water System,Fire Hydrant Emergency (FHE),11215
DEP,Department of Environmental Protection,BROOKLYN,,HANCOCK STREET,Water System,Fire Hydrant Emergency (FHE),11237
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10031
DEP,Department of Environmental Protection,BRONX,,WATSON AVENUE,Water System,Fire Hydrant Emergency (FHE),10472
DEP,Department of Environmental Protection,BRONX,,GATES PLACE,Water System,Fire Hydrant Emergency (FHE),10467
DEP,Department of Environmental Protection,BROOKLYN,,BAYARD STREET,Water System,Fire Hydrant Emergency (FHE),11222
DEP,Department of Environmental Protection,MANHATTAN,,THAYER STREET,Water System,Fire Hydrant Emergency (FHE),10040
DEP,Department of Environmental Protection,BROOKLYN,,VERNON AVENUE,Water System,Fire Hydrant Emergency (FHE),11206
DEP,Department of Environmental Protection,BROOKLYN,,EAST   37 STREET,Water System,Fire Hydrant Emergency (FHE),11203
DEP,Department of Environmental Protection,BROOKLYN,,BUSHWICK AVENUE,Water System,Fire Hydrant Emergency (FHE),11221
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10467
DEP,Department of Environmental Protection,BRONX,,EAST  147 STREET,Water System,Fire Hydrant Emergency (FHE),10455
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10025
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10469
DEP,Department of Environmental Protection,BROOKLYN,,COVERT STREET,Water System,Fire Hydrant Emergency (FHE),11207
DEP,Department of Environmental Protection,MANHATTAN,,SICKLES STREET,Water System,Fire Hydrant Emergency (FHE),10040
DEP,Department of Environmental Protection,BROOKLYN,,ARGYLE ROAD,Water System,Fire Hydrant Emergency (FHE),11218
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10040
DEP,Department of Environmental Protection,BRONX,,UNIVERSITY AVENUE,Water System,Fire Hydrant Emergency (FHE),10468
DEP,Department of Environmental Protection,MANHATTAN,,ARDEN STREET,Water System,Fire Hydrant Emergency (FHE),10040
DEP,Department of Environmental Protection,BROOKLYN,,GROVE STREET,Water System,Fire Hydrant Emergency (FHE),11221
DEP,Department of Environmental Protection,BRONX,,DEKALB AVENUE,Water System,Fire Hydrant Emergency (FHE),10467
DEP,Department of Environmental Protection,BRONX,,SHERMAN AVENUE,Water System,Fire Hydrant Emergency (FHE),10456
DEP,Department of Environmental Protection,MANHATTAN,,WEST  146 STREET,Water System,Fire Hydrant Emergency (FHE),10031
DEP,Department of Environmental Protection,BROOKLYN,,LENOX ROAD,Water System,Fire Hydrant Emergency (FHE),11226
DEP,Department of Environmental Protection,BROOKLYN,,BUSHWICK AVENUE,Water System,Fire Hydrant Emergency (FHE),11221
DEP,Department of Environmental Protection,BRONX,,EARLEY STREET,Water System,Fire Hydrant Emergency (FHE),10464
DEP,Department of Environmental Protection,BRONX,,CRUGER AVENUE,Water System,Fire Hydrant Emergency (FHE),10467
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10033
DEP,Department of Environmental Protection,BROOKLYN,,,Water System,Fire Hydrant Emergency (FHE),11226
DEP,Department of Environmental Protection,QUEENS,,,Water System,Fire Hydrant Emergency (FHE),11385
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10013
DEP,Department of Environmental Protection,MANHATTAN,,EAST   83 STREET,Water System,Fire Hydrant Emergency (FHE),10028
DEP,Department of Environmental Protection,BROOKLYN,,HERKIMER STREET,Water System,Fire Hydrant Emergency (FHE),11213
DEP,Department of Environmental Protection,BROOKLYN,,,Water System,Fire Hydrant Emergency (FHE),11207
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10462
DEP,Department of Environmental Protection,BROOKLYN,,HUMBOLDT STREET,Water System,Fire Hydrant Emergency (FHE),11211
DEP,Department of Environmental Protection,QUEENS,,66 STREET,Water System,Fire Hydrant Emergency (FHE),11385
DEP,Department of Environmental Protection,MANHATTAN,,SHERMAN AVENUE,Water System,Fire Hydrant Emergency (FHE),10034
DEP,Department of Environmental Protection,BROOKLYN,,,Water System,Fire Hydrant Emergency (FHE),11226
DOF,Department of Finance,Unspecified,,,DOF Literature Request,Application for Disability Rent Increase Exemption - English,
DPR,Department of Parks and Recreation,QUEENS,Park,,Maintenance or Facility,Garbage or Litter,11434
DEP,One Stop Booth,Unspecified,,,DEP Literature Request,Customer Registration Form,
DEP,Department of Environmental Protection,BRONX,,DECATUR AVENUE,Water System,Fire Hydrant Emergency (FHE),10458
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10033
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10029
DEP,Department of Environmental Protection,MANHATTAN,,EAST   21 STREET,Water System,Fire Hydrant Emergency (FHE),10010
DEP,Department of Environmental Protection,QUEENS,,GEORGE STREET,Water System,Fire Hydrant Emergency (FHE),11385
DEP,Department of Environmental Protection,MANHATTAN,,3 AVENUE,Water System,Fire Hydrant Emergency (FHE),10029
DEP,Department of Environmental Protection,BROOKLYN,,57 STREET,Water System,Fire Hydrant Emergency (FHE),11220
DEP,Department of Environmental Protection,BRONX,,DAVIDSON AVENUE,Water System,Fire Hydrant Emergency (FHE),10453
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10453
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10474
DEP,Department of Environmental Protection,BROOKLYN,,NICHOLS AVENUE,Water System,Fire Hydrant Emergency (FHE),11208
DOT,Department of Transportation,Unspecified,Ferry,,Ferry Inquiry,Lost and Found,
DOF,Senior Citizen Rent Increase Exemption Unit,MANHATTAN,Senior Address,,SCRIE,Rent Discrepancy,10033
DEP,Department of Environmental Protection,BROOKLYN,,,Water System,Fire Hydrant Emergency (FHE),11207
DOF,Department of Finance,Unspecified,,,DOF Literature Request,Application for Disability Rent Increase Exemption - English,
DEP,Department of Environmental Protection,BRONX,,DECATUR AVENUE,Water System,Fire Hydrant Emergency (FHE),10467
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10465
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10468
DEP,Department of Environmental Protection,QUEENS,,XENIA STREET,Water System,Fire Hydrant Emergency (FHE),11368
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10465
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10468
DEP,Department of Environmental Protection,BRONX,,SHERIDAN AVENUE,Water System,Fire Hydrant Emergency (FHE),10456
DEP,Department of Environmental Protection,BROOKLYN,,,Water System,Fire Hydrant Emergency (FHE),11208
DEP,Department of Environmental Protection,BRONX,,HOLLAND AVENUE,Water System,Fire Hydrant Emergency (FHE),10467
DEP,Department of Environmental Protection,QUEENS,,146 STREET,Water System,Fire Hydrant Emergency (FHE),11436
DEP,Department of Environmental Protection,QUEENS,,,Water System,Fire Hydrant Emergency (FHE),11368
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Controller,
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10040
DEP,Department of Environmental Protection,BROOKLYN,,MADISON STREET,Water System,Fire Hydrant Emergency (FHE),11216
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Fire Hydrant Emergency (FHE),10033
DEP,Department of Environmental Protection,BROOKLYN,,,Water System,Fire Hydrant Emergency (FHE),11221
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10467
DEP,Department of Environmental Protection,BROOKLYN,,,Water System,Fire Hydrant Emergency (FHE),11214
DOT,Department of Transportation,MANHATTAN,,,Traffic Signal Condition,Controller,
DEP,Department of Environmental Protection,BROOKLYN,,SUMPTER STREET,Water System,Fire Hydrant Emergency (FHE),11233
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10468
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10456
DEP,Department of Environmental Protection,BROOKLYN,,4 AVENUE,Water System,Fire Hydrant Emergency (FHE),11232
DEP,Department of Environmental Protection,BRONX,,,Water System,Fire Hydrant Emergency (FHE),10456
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Controller,
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Controller,
DOT,Department of Transportation,BRONX,,HAFFEN PARK,Street Light Condition,Street Light Cycling,
DSNY,Queens West 04,QUEENS,Sidewalk,41 ROAD,Sanitation Condition,12 Dead Animals,11373
DHS,Operations Unit - Department of Homeless Services,QUEENS,Highway,GRAND CENTRAL PARKWAY,Homeless Person Assistance,N/A,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DPR,Department of Parks and Recreation,QUEENS,Park,,Dead/Dying Tree,Planted Less Than 2 Years Ago,11423
DOT,Department of Transportation,BRONX,,,Traffic Signal Condition,Pedestrian Signal,
DSNY,Queens West 03,QUEENS,Sidewalk,75 STREET,Sweeping/Missed,3A Sweeping/Missed,11370
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,
DPR,Department of Parks and Recreation,QUEENS,Street,70 STREET,Dead/Dying Tree,Planted More Than 2 Years Ago,11372
DOF,Correspondence Unit,BROOKLYN,Property Address,,DOF Property - Request Copy,Copy of Statement,11203
DSNY,BCC - Bronx,BRONX,Street,MCGRAW AVENUE,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,10462
DSNY,P - Manhattan and Bronx,MANHATTAN,Sidewalk,,Dirty Conditions,E12 Illegal Dumping Surveillance,10024
DOF,Payment Operations,MANHATTAN,Address,,DOF Parking - Tax Exemption,Tax Exemption,10016
DHS,Operations Unit - Department of Homeless Services,QUEENS,Street/Sidewalk,UNION STREET,Homeless Person Assistance,N/A,
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Veh Signal Lamp,11215
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Controller,11377
DOT,Department of Transportation,STATEN ISLAND,,,Traffic Signal Condition,Controller,10314
DOB,Department of Buildings,MANHATTAN,,WEST   23 STREET,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,10011
DOT,Department of Transportation,MANHATTAN,,,Traffic Signal Condition,Pedestrian Signal,
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,RIVERSIDE DRIVE,APPLIANCE,REFRIGERATOR,10031
DSNY,Department of Sanitation,MANHATTAN,,3 AVENUE,Graffiti,Graffiti,10003
DSNY,A - Queens,QUEENS,Lot,,Dirty Conditions,E3A Dirty Area/Alleyway,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11222
DOT,Department of Transportation,STATEN ISLAND,,,Street Light Condition,Street Light Out,10305
DEP,Department of Environmental Protection,BRONX,,EASTCHESTER ROAD,Water System,Hydrant Running (WC3),10469
DOT,Department of Transportation,BROOKLYN,,SHORE RD PARK 1,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,SHERIDAN AVENUE,Street Light Condition,Street Light Out,10456
DOT,Department of Transportation,MANHATTAN,,3 ST E,Street Light Condition,Street Light Out,
DSNY,Department of Sanitation,MANHATTAN,,s/e/c/o west 134 street and 7th avenue,Graffiti,Graffiti,
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,LED Lense,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST  137 STREET,PLUMBING,TOILET,10031
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,WEST  165 STREET,ELECTRIC,NO LIGHTING,10452
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST  127 STREET,PAINT/PLASTER,CEILING,10027
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,EAST   19 STREET,PLUMBING,TOILET,11226
DSNY,Queens East 12,QUEENS,Street,,Derelict Vehicles,14 Derelict Vehicles,11412
DOF,Department of Finance,Unspecified,,,DOF Literature Request,SCRIE - Landlord or Managing Agent Report Tenant Ineligibility,
DOT,Department of Transportation,QUEENS,,,Street Condition,Pothole,11435
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11385
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,10462
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,10463
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,10459
DOT,Department of Transportation,STATEN ISLAND,,,Street Light Condition,Street Light Out,10305
DOT,Department of Transportation,QUEENS,,EDGEWOOD AVENUE,Street Light Condition,Street Light Out,11413
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,10462
DOT,Department of Transportation,STATEN ISLAND,,,Street Light Condition,Street Light Out,10314
DOB,Department of Buildings,MANHATTAN,,WEST  188 STREET,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,10040
DOB,Department of Buildings,MANHATTAN,,COLUMBUS AVENUE,Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,
DOT,Department of Transportation,BRONX,,,Traffic Signal Condition,Veh Signal Lamp,10469
DOT,Department of Transportation,BRONX,,261 ST W,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11423
DOT,Department of Transportation,BROOKLYN,,SHORE PARKWAY,Street Condition,Pothole,11235
DCA,Department of Consumer Affairs,BROOKLYN,,13 AVENUE,Consumer Complaint,Non-Delivery Goods/Services,11218
DOT,Department of Transportation,MANHATTAN,,RIVERSIDE PARK,Street Light Condition,Lamppost Base Door/Cover Open,
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Veh Signal Head,11415
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,MAC DONOUGH STREET,GENERAL,MAILBOX,11233
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,EAST   78 STREET,PAINT/PLASTER,CEILING,11236
DOB,Department of Buildings,BRONX,,FOREST AVENUE,General Construction/Plumbing,Working Contrary To Stop Work Order,10456
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Veh Signal Lamp,11216
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,EAST  231 STREET,PLUMBING,BASIN/SINK,10466
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11216
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,BAY RIDGE AVENUE,Graffiti,Graffiti,11220
DOB,Department of Buildings,BROOKLYN,,REMSEN STREET,Special Enforcement,SEP - Professional Certification Compliance Audit,11201
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Veh Signal Head,11385
DOT,Department of Transportation,STATEN ISLAND,,,Street Light Condition,Fixture/Luminaire Hanging,10301
DOT,Department of Transportation,MANHATTAN,,RIVERSIDE PARK,Street Light Condition,Lamppost Base Door/Cover Open,
DEP,Department of Environmental Protection,STATEN ISLAND,,FOREST AVENUE,Sewer,Defective/Missing Curb Piece (SC4),10301
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,AMSTERDAM AVENUE,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10031
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Veh Signal Head,11416
DOT,Department of Transportation,QUEENS,,250 STREET,Street Light Condition,Street Light Out,11426
DOB,Department of Buildings,BRONX,,MERRITT AVENUE,Special Enforcement,SEP - Professional Certification Compliance Audit,10466
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Lamppost Leaning,
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,OCEAN AVENUE,PAINT/PLASTER,CEILING,11226
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,REMSEN AVENUE,PAINT/PLASTER,CEILING,11236
DOB,Department of Buildings,MANHATTAN,,WEST   93 STREET,Electrical,Electrical Wiring Defective/Exposed,10025
DOT,Department of Transportation,MANHATTAN,,RIVERSIDE PARK,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,PROSPECT EXPY,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Traffic Signal Condition,Pedestrian Signal,
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Controller,
DSNY,Department of Sanitation,BROOKLYN,Residential,DRIGGS AVENUE,Graffiti,Graffiti,11211
